90, 60, 0
90, 45, 0
90, 45, 0
90, 45, 0
90, 45, 0
90, 70, 0
90, 0, 0
90, 45, 0
90, 0, 0
90, 15, 0
90, 30, 0
90, 0, 0
90, 0, 0
90, 0, 0
90, 0, 0
90, 60, 0
90, 0, 0
90, 15, 0
90, 60, 0
90, 0, 0
90, 15, 0
90, 0, 0
90, 0, 0
90, 30, 0
90, 30, 0
90, 30, 0
90, 30, 0
90, 30, 0
90, 15, 0
90, 30, 0
90, 30, 0
90, 15, 0
90, 30, 0
90, 75, 0
90, 75, 0
90, 75, 0
90, 45, 0
90, 60, 0
90, 0, 0
90, 60, 0
90, 60, 0
90, 15, 0
90, 75, 0
90, 30, 0
90, 30, 0
90, 75, 0
90, 0, 0
90, 30, 0
90, 75, 0
90, 45, 0
90, 15, 0
90, 30, 0
90, 15, 0
90, 30, 0
90, 0, 0
90, 30, 0
90, 60, 0
90, 15, 0
90, 45, 0
90, 45, 0
90, 75, 0
90, 60, 0
90, 60, 0
0, 90, 0
90, 0, 0
90, 0, 0
90, 0, 0
90, 30, 0
90, 15, 0
90, 15, 0
90, 15, 0
90, 30, 0
90, 45, 0
90, 75, 0
90, 15, 0
90, 30, 0
90, 15, 0
90, 30, 0
90, 30, 0
90, 60, 0
90, 45, 0
90, 30, 0
90, 45, 0
90, 75, 0
90, 30, 0
90, 60, 0
90, 45, 0
90, 30, 0
90, 30, 0
90, 15, 0
90, 45, 0
90, 45, 0
90, 0, 0
90, 15, 0
90, 30, 0
90, 45, 0
90, 45, 0
90, 45, 0
90, 45, 0
90, 45, 0
90, 60, 0
90, 15, 0
90, 15, 0
90, 15, 0
90, 45, 0
90, 45, 0
90, 45, 0
90, 60, 0
90, 60, 0
90, 45, 0
90, 15, 0
90, 30, 0
90, 30, 0
90, 30, 0
90, 30, 0
90, 0, 0
90, 0, 0
90, 0, 0
90, 0, 0
90, 60, 0
90, 15, 0
90, 15, 0
90, 15, 0
90, 30, 0
90, 45, 0
90, 45, 0
90, 45, 0
90, 30, 0
90, 15, 0
90, 15, 0
90, 15, 0
90, 30, 0
90, 75, 0
90, 75, 0
90, 75, 0
90, 30, 0
90, 60, 0
90, 0, 0
90, 60, 0
90, 60, 0
90, 75, 0
90, 30, 0
90, 30, 0
90, 75, 0
90, 0, 0
90, 0, 0
90, 75, 0
90, 45, 0
90, 15, 0
90, 15, 0
90, 30, 0
90, 0, 0
90, 30, 0
90, 60, 0
90, 15, 0
90, 45, 0
90, 45, 0
90, 75, 0
90, 60, 0
90, 60, 0
90, 30, 0
90, 75, 0
90, 60, 0
